ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
9.3844714,156.70499334039215,18730.81365334272,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,5.2072832,0
7.119824384264552,156.70499334039215,18730.81365334272,3.60603609050572,171.76949,347.71502726194376,15.9295359088257,79.5007783369744,6.3059225,1
7.119824384264552,156.70499334039215,18730.81365334272,9.1082088,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,18730.81365334272,10.0147991,282.3440504739606,347.71502726194376,15.9295359088257,105.324967,3.445756223321899,1
7.119824384264552,284.684864,19532.1047,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,18730.81365334272,9.8625371,170.06234,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,222.649038,18730.81365334272,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,287.685337,18730.81365334272,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,60.902813,3.445756223321899,1
7.119824384264552,156.70499334039215,18730.81365334272,9.3538492,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,1.9692858,1
7.119824384264552,156.70499334039215,18730.81365334272,2.4218211,275.3826,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,56374.3979,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,155.549089,18730.81365334272,12.0438439,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,50906.1361,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,5.3132313,1
7.119824384264552,230.207341,18730.81365334272,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,50154.0758,8.3211563,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,305.32037,18730.81365334272,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,2.134199,1
7.119824384264552,156.70499334039215,18730.81365334272,3.60603609050572,196.74639,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,31041.4068,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,263.355222,18730.81365334272,12.6835161,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,38149.7841,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,5.0967082,1
7.119824384264552,156.70499334039215,41026.6509,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,53100.066,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,18730.81365334272,8.8400642,282.3440504739606,347.71502726194376,20.7926882,79.5007783369744,3.445756223321899,1
7.119824384264552,156.70499334039215,40373.3966,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
5.0618117,156.70499334039215,31201.4652,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,1
